id,member_id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,loan_status,pymnt_plan,url,desc,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,sec_app_mths_since_last_major_derog,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,disbursement_method,debt_settlement_flag,debt_settlement_flag_date,settlement_status,settlement_date,settlement_amount,settlement_percentage,settlement_term
38201787,,6000.0,6000.0,6000.0, 36 months,15.99,210.92,D,D2,Land Agent,10+ years,RENT,109000.0,Not Verified,Jan-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=38201787,,debt_consolidation,Debt consolidation,955xx,CA,11.11,0.0,Aug-2003,670.0,674.0,0.0,48.0,,7.0,0.0,5473.0,78.2,20.0,f,0.0,0.0,7410.7130621341,7410.71,6000.0,1410.71,0.0,0.0,0.0,Feb-2017,2359.29,,Mar-2019,589.0,585.0,0.0,48.0,1.0,Individual,,,,0.0,0.0,37308.0,,,,,,,,,,,,7000.0,,,,10.0,5330.0,320.0,90.3,0.0,0.0,70.0,84.0,8.0,3.0,2.0,13.0,,8.0,,1.0,2.0,5.0,2.0,7.0,7.0,5.0,10.0,5.0,7.0,0.0,0.0,0.0,5.0,95.0,100.0,0.0,0.0,44378.0,37308.0,3300.0,37378.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
71774638,,10000.0,10000.0,10000.0, 36 months,11.99,332.1,C,C1,Swing Driver,4 years,OWN,45000.0,Source Verified,Feb-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=71774638,,debt_consolidation,Debt consolidation,761xx,TX,19.92,0.0,Jun-2012,665.0,669.0,1.0,,,8.0,0.0,12088.0,62.0,8.0,w,0.0,0.0,11949.722835736002,11949.72,10000.0,1949.72,0.0,0.0,0.0,Mar-2019,0.78,,Mar-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,31138.0,1.0,1.0,0.0,1.0,19.0,19050.0,83.0,2.0,5.0,3150.0,73.0,19500.0,2.0,0.0,1.0,6.0,3892.0,3815.0,68.2,0.0,0.0,19.0,44.0,5.0,5.0,0.0,5.0,,5.0,,0.0,5.0,7.0,5.0,5.0,1.0,7.0,7.0,7.0,8.0,0.0,0.0,0.0,2.0,100.0,40.0,0.0,0.0,42503.0,31138.0,12000.0,23003.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
68732232,,7200.0,7200.0,7200.0, 36 months,9.8,231.65,B,B3,Senior Construction Manager,10+ years,MORTGAGE,85000.0,Source Verified,Jan-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=68732232,,debt_consolidation,Debt consolidation,857xx,AZ,10.6,0.0,Apr-2005,705.0,709.0,2.0,,,13.0,0.0,8770.0,31.2,26.0,w,0.0,0.0,2559.91,2559.91,1980.92,578.99,0.0,0.0,0.0,Dec-2016,231.65,,Mar-2019,634.0,630.0,0.0,,1.0,Individual,,,,0.0,0.0,134163.0,3.0,2.0,4.0,5.0,8.0,22816.0,90.0,5.0,6.0,3517.0,61.0,26600.0,2.0,1.0,3.0,11.0,10320.0,14230.0,36.5,0.0,0.0,109.0,90.0,1.0,1.0,4.0,3.0,,1.0,,0.0,6.0,6.0,6.0,9.0,9.0,9.0,13.0,6.0,13.0,0.0,0.0,0.0,9.0,100.0,0.0,0.0,0.0,160087.0,31586.0,23000.0,25480.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
32439759,,1675.0,1675.0,1675.0, 36 months,10.15,54.17,B,B2,Operations Manager,6 years,MORTGAGE,33000.0,Not Verified,Oct-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=32439759,,credit_card,Credit card refinancing,321xx,FL,26.22,0.0,Aug-2004,710.0,714.0,0.0,,,11.0,0.0,5977.0,48.6,24.0,w,0.0,0.0,1727.74,1727.74,1675.0,52.74,0.0,0.0,0.0,Feb-2015,1567.12,,Sep-2018,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,245194.0,,,,,,,,,,,,12300.0,,,,3.0,24519.0,3987.0,46.8,0.0,0.0,122.0,112.0,15.0,15.0,1.0,81.0,,9.0,,0.0,1.0,2.0,4.0,5.0,16.0,6.0,7.0,2.0,11.0,0.0,0.0,0.0,0.0,100.0,25.0,0.0,0.0,265986.0,54998.0,7500.0,59273.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13478329,,7775.0,7775.0,7725.0, 36 months,19.99,288.91,E,E1,Concierge,4 years,MORTGAGE,23000.0,Verified,Apr-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=13478329,,debt_consolidation,Debt consolidation,112xx,NY,24.87,0.0,Sep-1995,680.0,684.0,0.0,50.0,,12.0,0.0,8960.0,53.0,17.0,f,0.0,0.0,9949.4400046188,9885.46,7775.0,2174.44,0.0,0.0,0.0,Jun-2016,813.61,,Sep-2017,639.0,635.0,0.0,50.0,1.0,Individual,,,,0.0,0.0,23929.0,,,,,,,,,,,,16900.0,,,,5.0,2175.0,5859.0,55.9,0.0,0.0,80.0,222.0,7.0,3.0,0.0,21.0,50.0,8.0,50.0,1.0,3.0,7.0,4.0,6.0,1.0,10.0,15.0,7.0,12.0,0.0,0.0,0.0,3.0,94.1,75.0,0.0,0.0,30964.0,23929.0,13300.0,12529.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
77100701,,16000.0,16000.0,16000.0, 60 months,19.53,419.73,D,D5,Registered Nurse ,6 years,RENT,69000.0,Source Verified,Apr-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=77100701,,credit_card,Credit card refinancing,027xx,MA,12.02,1.0,Jun-2003,665.0,669.0,0.0,9.0,,7.0,0.0,5279.0,59.3,26.0,w,0.0,0.0,5816.77,5816.77,995.73,1505.29,0.0,3315.75,596.835,Oct-2016,419.73,,Feb-2017,514.0,510.0,0.0,60.0,1.0,Individual,,,,0.0,0.0,26374.0,0.0,1.0,0.0,1.0,17.0,21095.0,62.0,3.0,5.0,3254.0,61.0,8900.0,0.0,1.0,4.0,6.0,4396.0,1221.0,81.2,0.0,0.0,132.0,154.0,8.0,8.0,1.0,22.0,65.0,4.0,9.0,3.0,3.0,3.0,3.0,12.0,3.0,5.0,21.0,3.0,7.0,0.0,0.0,0.0,3.0,84.0,66.7,0.0,0.0,43054.0,26374.0,6500.0,34154.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
83746053,,10400.0,10400.0,10400.0, 36 months,16.99,370.74,D,D1,Director of Merchandising,4 years,MORTGAGE,82000.0,Verified,Jun-2016,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=83746053,,debt_consolidation,Debt consolidation,293xx,SC,32.79,1.0,Sep-1995,660.0,664.0,1.0,5.0,,19.0,0.0,35608.0,76.2,27.0,w,0.0,0.0,13103.2860263205,13103.29,10400.0,2703.29,0.0,0.0,0.0,Sep-2018,3820.26,,Mar-2019,654.0,650.0,0.0,,1.0,Individual,,,,0.0,0.0,280155.0,1.0,3.0,0.0,1.0,13.0,100414.0,16.0,2.0,3.0,10573.0,60.0,46700.0,0.0,1.0,2.0,4.0,15564.0,3805.0,85.6,0.0,0.0,163.0,249.0,3.0,3.0,3.0,8.0,5.0,3.0,5.0,0.0,6.0,11.0,7.0,8.0,5.0,14.0,18.0,11.0,19.0,0.0,0.0,0.0,2.0,96.3,71.4,0.0,0.0,334314.0,148245.0,26400.0,132270.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
141384798,,3600.0,3600.0,3600.0, 36 months,8.46,113.58,A,A5,,,RENT,15760.0,Not Verified,Oct-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=141384798,,credit_card,Credit card refinancing,562xx,MN,26.89,0.0,Nov-1999,740.0,744.0,0.0,,,7.0,0.0,4553.0,34.8,13.0,w,3152.73,3152.73,565.37,565.37,447.27,118.1,0.0,0.0,0.0,Mar-2019,113.58,Apr-2019,Mar-2019,759.0,755.0,0.0,,1.0,Individual,,,,0.0,0.0,7591.0,0.0,1.0,0.0,1.0,17.0,3038.0,61.0,0.0,0.0,1900.0,42.0,13100.0,1.0,0.0,0.0,1.0,1084.0,1600.0,54.3,0.0,0.0,17.0,227.0,60.0,17.0,0.0,198.0,,17.0,,0.0,1.0,4.0,1.0,7.0,1.0,6.0,12.0,4.0,7.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,18125.0,7591.0,3500.0,5025.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
69326695,,32000.0,32000.0,32000.0, 60 months,14.46,752.24,C,C4,Partner - Attorney,2 years,MORTGAGE,250000.0,Verified,Feb-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=69326695,,debt_consolidation,Debt consolidation,070xx,NJ,17.65,2.0,Mar-1999,675.0,679.0,0.0,15.0,,11.0,0.0,32896.0,90.4,27.0,w,15596.61,15596.61,27247.73,27247.73,16403.39,10844.34,0.0,0.0,0.0,Feb-2019,752.24,Apr-2019,Mar-2019,649.0,645.0,0.0,,1.0,Individual,,,,0.0,0.0,616012.0,0.0,3.0,1.0,1.0,8.0,149546.0,,1.0,1.0,11841.0,90.0,36400.0,4.0,0.0,3.0,3.0,56001.0,0.0,100.1,0.0,0.0,163.0,203.0,9.0,8.0,7.0,9.0,,8.0,16.0,0.0,4.0,6.0,4.0,6.0,8.0,6.0,11.0,6.0,11.0,0.0,0.0,0.0,2.0,88.9,100.0,0.0,0.0,680499.0,214065.0,28700.0,188154.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
5758985,,20000.0,20000.0,20000.0, 60 months,21.0,541.07,E,E2,Public Education Foundation,2 years,MORTGAGE,96600.0,Verified,Jun-2013,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=5758985,"  Borrower added on 06/11/13 > I want to use this loan to consolidate debt.  I am a great borrower because I understand debt, I understand credit, and I have never defaulted on any type of credit arrangement.  Debt consolidation will allow me to pay less total interest, have a fixed payment amount, and a definite payment period.<br>",debt_consolidation,Debt Consolidation,374xx,TN,20.98,0.0,Mar-1999,670.0,674.0,3.0,,,12.0,0.0,39049.0,73.0,21.0,f,0.0,0.0,26099.9600000006,26099.96,20000.0,6099.96,0.0,0.0,0.0,Jan-2015,16365.12,,Mar-2019,559.0,555.0,0.0,,1.0,Individual,,,,0.0,0.0,208684.0,,,,,,,,,,,,53492.0,,,,3.0,17390.0,14245.0,62.0,0.0,0.0,138.0,173.0,35.0,5.0,4.0,35.0,,4.0,,0.0,6.0,8.0,6.0,11.0,4.0,8.0,13.0,8.0,12.0,0.0,0.0,0.0,2.0,100.0,83.3,0.0,0.0,240055.0,77328.0,37492.0,52688.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12246628,,12000.0,12000.0,12000.0, 36 months,11.99,398.52,B,B3,Superintendent,8 years,MORTGAGE,97500.0,Not Verified,Feb-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12246628,  Borrower added on 02/26/14 > The loan is for credit card consolidation.<br>,credit_card,Credit card refinancing,115xx,NY,12.39,1.0,Dec-2005,660.0,664.0,1.0,18.0,102.0,10.0,1.0,12481.0,59.2,16.0,w,0.0,0.0,13536.0877683131,13536.09,12000.0,1536.09,0.0,0.0,0.0,Feb-2016,268.64,,Mar-2019,639.0,635.0,0.0,,1.0,Individual,,,,0.0,0.0,36588.0,,,,,,,,,,,,21100.0,,,,3.0,3659.0,676.0,88.1,0.0,0.0,53.0,98.0,0.0,0.0,0.0,56.0,,3.0,18.0,0.0,3.0,7.0,3.0,4.0,3.0,8.0,13.0,7.0,10.0,0.0,0.0,0.0,2.0,93.7,66.7,1.0,0.0,54083.0,36588.0,5700.0,32983.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
133444142,,12000.0,12000.0,12000.0, 60 months,12.13,267.73,B,B5,Residential Instructor,4 years,OWN,28000.0,Source Verified,May-2018,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=133444142,,credit_card,Credit card refinancing,047xx,ME,27.69,0.0,Jan-2004,690.0,694.0,0.0,42.0,,6.0,0.0,12376.0,79.3,8.0,w,10467.27,10467.27,2661.13,2661.13,1532.73,1128.4,0.0,0.0,0.0,Mar-2019,267.73,Apr-2019,Mar-2019,749.0,745.0,0.0,,1.0,Individual,,,,0.0,0.0,32927.0,0.0,1.0,0.0,0.0,90.0,20551.0,77.0,1.0,1.0,10637.0,78.0,15600.0,0.0,1.0,0.0,1.0,6585.0,624.0,95.2,0.0,0.0,136.0,172.0,11.0,11.0,0.0,40.0,,,,0.0,2.0,2.0,2.0,2.0,2.0,5.0,6.0,2.0,6.0,0.0,0.0,0.0,1.0,87.5,100.0,0.0,0.0,42190.0,32927.0,13000.0,26590.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,DirectPay,N,,,,,,
93850547,,16000.0,16000.0,16000.0, 36 months,25.49,640.32,E,E4,Mental Health Specialist,7 years,RENT,50000.0,Source Verified,Dec-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93850547,,debt_consolidation,Debt consolidation,785xx,TX,21.48,0.0,Aug-2006,670.0,674.0,1.0,,,21.0,0.0,10871.0,70.6,46.0,f,5195.21,5195.21,17265.98,17265.98,10804.79,6461.19,0.0,0.0,0.0,Mar-2019,640.32,Apr-2019,Mar-2019,644.0,640.0,0.0,,1.0,Individual,,,,0.0,0.0,94588.0,1.0,14.0,1.0,4.0,4.0,83717.0,95.0,0.0,3.0,3739.0,91.0,15400.0,3.0,5.0,3.0,7.0,4504.0,1251.0,81.0,0.0,0.0,123.0,56.0,14.0,4.0,0.0,20.0,,6.0,,0.0,3.0,6.0,3.0,4.0,37.0,7.0,9.0,6.0,21.0,0.0,0.0,0.0,1.0,100.0,66.7,0.0,0.0,103676.0,94588.0,6600.0,88276.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
125617436,,35000.0,35000.0,35000.0, 36 months,14.08,1197.58,C,C3,Underwriting Manager,4 years,MORTGAGE,160000.0,Not Verified,Dec-2017,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=125617436,,debt_consolidation,Debt consolidation,770xx,TX,15.32,0.0,Jun-1992,675.0,679.0,2.0,,,25.0,0.0,30241.0,54.0,28.0,w,22175.75,22175.75,17936.32,17936.32,12824.25,5112.07,0.0,0.0,0.0,Mar-2019,1197.58,Apr-2019,Mar-2019,694.0,690.0,0.0,,1.0,Individual,,,,0.0,243.0,282013.0,6.0,3.0,2.0,2.0,4.0,49064.0,61.0,6.0,8.0,5056.0,56.0,56000.0,2.0,0.0,6.0,10.0,11281.0,14091.0,50.9,0.0,0.0,125.0,306.0,1.0,1.0,1.0,1.0,,1.0,,0.0,7.0,15.0,9.0,10.0,5.0,21.0,22.0,15.0,25.0,0.0,0.0,0.0,8.0,100.0,33.3,0.0,0.0,326141.0,79305.0,28700.0,57610.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
75089496,,14000.0,14000.0,14000.0, 36 months,17.27,501.03,D,D2,Business Management,6 years,OWN,55000.0,Verified,Mar-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=75089496,,debt_consolidation,Debt consolidation,103xx,NY,39.65,0.0,Feb-2011,690.0,694.0,0.0,,,10.0,0.0,12894.0,32.1,15.0,w,0.0,0.0,9268.5,9268.5,3542.65,1955.25,0.0,3770.6,678.7080000000001,Feb-2017,501.03,,Mar-2019,604.0,600.0,0.0,,1.0,Individual,,,,0.0,0.0,71316.0,1.0,2.0,1.0,2.0,2.0,58422.0,98.0,1.0,2.0,7475.0,54.0,40200.0,3.0,0.0,1.0,4.0,7132.0,26406.0,32.8,0.0,0.0,32.0,61.0,7.0,2.0,0.0,7.0,,11.0,,0.0,4.0,4.0,7.0,10.0,3.0,8.0,12.0,4.0,10.0,0.0,0.0,0.0,2.0,100.0,14.3,0.0,0.0,105091.0,71316.0,39300.0,64891.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,Y,Jul-2018,ACTIVE,Jul-2018,5269.0,50.0,12.0
65855650,,15025.0,15025.0,15025.0, 60 months,26.77,456.74,G,G1,Purchasing Agent,4 years,OWN,37596.0,Verified,Dec-2015,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=65855650,,debt_consolidation,Debt consolidation,333xx,FL,14.3,0.0,Jun-1988,725.0,729.0,0.0,,,4.0,0.0,19640.0,99.2,9.0,f,0.0,0.0,3791.81,3791.81,635.52,1625.83,0.0,1530.46,275.4828000049,May-2016,456.74,,Dec-2016,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,50915.0,,,,,,,,,,,,19800.0,,,,2.0,12729.0,160.0,99.2,0.0,0.0,100.0,330.0,5.0,5.0,1.0,5.0,,,,0.0,3.0,3.0,3.0,6.0,1.0,3.0,7.0,3.0,4.0,0.0,0.0,0.0,2.0,100.0,100.0,0.0,0.0,88800.0,19640.0,19800.0,0.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
12926215,,22800.0,22800.0,22750.0, 60 months,24.99,669.08,F,F4,Composite tech.,2 years,RENT,60000.0,Source Verified,Mar-2014,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=12926215,,debt_consolidation,Debt consolidation,926xx,CA,33.88,0.0,Sep-2008,660.0,664.0,1.0,,,15.0,0.0,11612.0,81.2,21.0,f,0.0,0.0,25425.04,25369.28,11083.31,14341.73,0.0,0.0,0.0,May-2017,669.08,,Mar-2018,499.0,0.0,0.0,,1.0,Individual,,,,0.0,0.0,69934.0,,,,,,,,,,,,14300.0,,,,8.0,4662.0,2614.0,80.3,0.0,0.0,66.0,51.0,15.0,2.0,0.0,15.0,,2.0,,0.0,3.0,4.0,3.0,4.0,14.0,4.0,7.0,4.0,15.0,0.0,0.0,0.0,2.0,100.0,66.7,0.0,0.0,81810.0,69934.0,13300.0,67510.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
41368310,,12000.0,12000.0,12000.0, 36 months,5.93,364.69,A,A1,Senior Network Engineer,2 years,MORTGAGE,147000.0,Not Verified,Feb-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=41368310,,credit_card,Credit card refinancing,150xx,PA,12.97,1.0,Apr-1999,720.0,724.0,1.0,12.0,,14.0,0.0,18789.0,54.8,30.0,w,0.0,0.0,13026.1755447926,13026.18,12000.0,1026.18,0.0,0.0,0.0,Jul-2017,2418.81,,Feb-2019,804.0,800.0,0.0,,1.0,Individual,,,,0.0,0.0,184363.0,,,,,,,,,,,,34300.0,,,,3.0,14182.0,10711.0,63.7,0.0,0.0,144.0,190.0,3.0,3.0,3.0,3.0,66.0,0.0,12.0,0.0,5.0,5.0,6.0,11.0,7.0,9.0,20.0,5.0,14.0,0.0,0.0,0.0,2.0,93.3,60.0,0.0,0.0,250785.0,58620.0,29500.0,76070.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
120005133,,9600.0,9600.0,9600.0, 36 months,10.91,313.89,B,B4,Transportation Security Officer,< 1 year,RENT,25000.0,Verified,Oct-2017,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=120005133,,debt_consolidation,Debt consolidation,328xx,FL,14.59,0.0,Apr-2012,745.0,749.0,0.0,,,6.0,0.0,900.0,4.9,10.0,w,0.0,0.0,10087.1563652987,10087.16,9600.0,487.16,0.0,0.0,0.0,Apr-2018,7017.71,,Dec-2018,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,17139.0,1.0,1.0,1.0,2.0,4.0,16239.0,96.0,0.0,0.0,900.0,48.0,18500.0,1.0,0.0,3.0,2.0,2857.0,17300.0,4.9,0.0,0.0,65.0,57.0,31.0,4.0,0.0,31.0,,4.0,,0.0,1.0,1.0,4.0,5.0,4.0,5.0,6.0,1.0,6.0,0.0,0.0,0.0,1.0,100.0,0.0,0.0,0.0,35492.0,17139.0,18200.0,16992.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
93901288,,8000.0,8000.0,8000.0, 36 months,7.99,250.66,A,A5,Claims Representative ,< 1 year,RENT,52500.0,Verified,Dec-2016,Current,n,https://lendingclub.com/browse/loanDetail.action?loan_id=93901288,,credit_card,Credit card refinancing,750xx,TX,12.98,0.0,Aug-2007,710.0,714.0,0.0,,,8.0,0.0,7369.0,32.8,15.0,w,1617.07,1617.07,7283.81,7283.81,6382.93,900.88,0.0,0.0,0.0,Mar-2019,250.66,Apr-2019,Mar-2019,764.0,760.0,0.0,,1.0,Individual,,,,0.0,0.0,30635.0,0.0,4.0,0.0,0.0,32.0,23266.0,90.0,1.0,2.0,7369.0,63.0,22500.0,0.0,1.0,1.0,2.0,3829.0,5831.0,55.8,0.0,0.0,111.0,65.0,9.0,9.0,0.0,16.0,,7.0,,0.0,1.0,1.0,2.0,3.0,8.0,4.0,7.0,1.0,8.0,0.0,0.0,0.0,1.0,100.0,50.0,0.0,0.0,48448.0,30635.0,13200.0,25948.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
52928461,,15500.0,15500.0,15500.0, 36 months,12.69,519.95,C,C2,sales associate,2 years,RENT,69000.0,Source Verified,Jun-2015,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=52928461,,debt_consolidation,Debt consolidation,337xx,FL,21.27,0.0,Mar-1997,670.0,674.0,0.0,27.0,64.0,10.0,1.0,9700.0,69.8,29.0,w,0.0,0.0,18707.04688945,18707.05,15500.0,3207.05,0.0,0.0,0.0,Jun-2018,519.73,,Mar-2019,709.0,705.0,0.0,27.0,1.0,Individual,,,,0.0,0.0,52527.0,,,,,,,,,,,,13900.0,,,,5.0,5836.0,626.0,93.0,0.0,0.0,157.0,219.0,7.0,2.0,4.0,22.0,,9.0,,1.0,3.0,4.0,3.0,7.0,9.0,7.0,15.0,4.0,10.0,0.0,0.0,0.0,3.0,96.6,100.0,0.0,0.0,60931.0,52527.0,9000.0,41025.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
13458050,,8000.0,8000.0,8000.0, 36 months,17.57,287.5,D,D2,Bookkeeper,5 years,RENT,67000.0,Source Verified,Apr-2014,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=13458050,,other,Other,201xx,VA,12.97,0.0,Sep-2002,660.0,664.0,1.0,80.0,,13.0,0.0,2823.0,20.3,17.0,w,0.0,0.0,10349.8318570878,10349.83,8000.0,2349.83,0.0,0.0,0.0,Apr-2017,287.33,,Sep-2018,714.0,710.0,0.0,80.0,1.0,Individual,,,,0.0,514.0,25789.0,,,,,,,,,,,,13900.0,,,,8.0,1984.0,6678.0,24.1,0.0,0.0,138.0,99.0,2.0,2.0,0.0,2.0,80.0,2.0,80.0,1.0,5.0,11.0,5.0,7.0,3.0,12.0,14.0,11.0,13.0,0.0,0.0,0.0,3.0,94.1,0.0,0.0,0.0,45768.0,25789.0,8800.0,31868.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
800864,,6400.0,6400.0,6400.0, 36 months,7.49,199.06,A,A4,Pitney Bowes Management Services,6 years,RENT,80000.0,Not Verified,Jul-2011,Fully Paid,n,https://lendingclub.com/browse/loanDetail.action?loan_id=800864,"  Borrower added on 06/29/11 > My goal for the funds is to replace a current loan with a bad interest rate. My payment history proves that I am and will payback any loans I receive. I have been at my job for over 6 years and going strong. Any investors will be glad they put their money into this, it is guaranteed to be returned. Cheers!<br/>",debt_consolidation,Save,786xx,TX,7.81,0.0,Jun-2004,755.0,759.0,2.0,,,6.0,0.0,1839.0,3.1,21.0,f,0.0,0.0,6866.598054132903,6866.6,6400.0,466.6,0.0,0.0,0.0,Sep-2012,4285.88,,Jun-2018,829.0,825.0,0.0,,1.0,Individual,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
85208768,,3000.0,3000.0,3000.0, 36 months,9.49,96.09,B,B2,Brazer,10+ years,RENT,45000.0,Verified,Jul-2016,Charged Off,n,https://lendingclub.com/browse/loanDetail.action?loan_id=85208768,,medical,Medical expenses,731xx,OK,26.03,0.0,Sep-1998,720.0,724.0,0.0,73.0,72.0,15.0,1.0,10122.0,33.7,31.0,f,0.0,0.0,660.03,660.03,292.91,89.87,0.0,277.25,49.905,Nov-2016,96.09,,Jun-2017,609.0,605.0,0.0,73.0,1.0,Individual,,,,0.0,569.0,30907.0,1.0,3.0,0.0,2.0,19.0,20785.0,63.0,2.0,2.0,3070.0,49.0,30000.0,2.0,4.0,2.0,4.0,2208.0,10886.0,38.8,0.0,0.0,115.0,214.0,4.0,4.0,1.0,4.0,73.0,7.0,73.0,1.0,3.0,4.0,3.0,7.0,11.0,12.0,19.0,4.0,15.0,0.0,0.0,0.0,2.0,96.8,0.0,0.0,0.0,62794.0,30907.0,17800.0,32794.0,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Cash,N,,,,,,
